title,show_id,type,release_year,primary_country,genres_str,rating,date_added,date_added_year,date_added_month,director_primary,cast_primary,metadata
Dream Boat,s6649,Movie,2017,Germany,Documentaries|International Movies|LGBTQ Movies,TV-MA,2017-12-01,2017,12,Tristan Ferland Milewski,,"Dream Boat | On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life. | Documentaries|International Movies|LGBTQ Movies | Tristan Ferland Milewski | Germany"
Dries,s6650,Movie,2017,Germany,Documentaries|International Movies,TV-PG,2018-01-01,2018,1,Reiner Holzemer,Dries Van Noten,Dries | This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world. | Documentaries|International Movies | Reiner Holzemer | Dries Van Noten | Germany
Driven to Dance,s6651,Movie,2018,United States,Dramas,TV-PG,2019-01-16,2019,1,,Juliet Doherty,"Driven to Dance | A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path. | Dramas | Juliet Doherty | United States"
"Drugs, Inc.",s6652,Tv Show,2015,United States,Crime TV Shows|Docuseries,TV-MA,2019-03-23,2019,3,,Mike Secher,"Drugs, Inc. | This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption. | Crime TV Shows|Docuseries | Mike Secher | United States"
Due��os del para��so,s6653,Tv Show,2015,United States,Crime TV Shows|International TV Shows|Spanish-Language TV Shows,TV-14,2017-02-25,2017,2,,Kate del Castillo,"Due��os del para��so | When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal. | Crime TV Shows|International TV Shows|Spanish-Language TV Shows | Kate del Castillo | United States"
Dukhtar,s6654,Movie,2014,Pakistan,Dramas|Independent Movies|International Movies,TV-14,2016-09-01,2016,9,Afia Nathaniel,Samiya Mumtaz,Dukhtar | A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage. | Dramas|Independent Movies|International Movies | Afia Nathaniel | Samiya Mumtaz | Pakistan
Dum,s6655,Movie,2003,India,Action & Adventure|Dramas|International Movies,TV-14,2018-03-01,2018,3,Eeshwar Nivas,Vivek Oberoi,"Dum | When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice. | Action & Adventure|Dramas|International Movies | Eeshwar Nivas | Vivek Oberoi | India"
Dumb and Dumberer: When Harry Met Lloyd,s6656,Movie,2003,United States,Comedies,PG-13,2019-10-01,2019,10,Troy Miller,Eric Christian Olsen,Dumb and Dumberer: When Harry Met Lloyd | This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school. | Comedies | Troy Miller | Eric Christian Olsen | United States
E-Cigarettes: Miracle or Menace?,s6657,Movie,2016,United Kingdom,Documentaries,TV-14,2019-02-01,2019,2,Emma Hatherley,Michael Mosley,E-Cigarettes: Miracle or Menace? | This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit. | Documentaries | Emma Hatherley | Michael Mosley | United Kingdom
Earth to Echo,s6658,Movie,2014,United States,Children & Family Movies|Sci-Fi & Fantasy,PG,2019-10-01,2019,10,Dave Green,Teo Halm,"Earth to Echo | When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones. | Children & Family Movies|Sci-Fi & Fantasy | Dave Green | Teo Halm | United States"
Earth to Luna!,s6659,Tv Show,2014,Brazil,Kids' TV,TV-Y,2020-04-10,2020,4,,Angelina Carballo,"Earth to Luna! | Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world. | Kids' TV | Angelina Carballo | Brazil"
Earth's Natural Wonders,s6660,Tv Show,2015,United Kingdom,British TV Shows|Docuseries|Science & Nature TV,TV-PG,2017-03-01,2017,3,,Olivia Colman,Earth's Natural Wonders | Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments. | British TV Shows|Docuseries|Science & Nature TV | Olivia Colman | United Kingdom
Earth's Natural Wonders: Life at the Extremes,s6661,Tv Show,2018,Unknown,British TV Shows|Docuseries|Science & Nature TV,TV-14,2018-10-01,2018,10,,Corey Johnson,"Earth's Natural Wonders: Life at the Extremes | From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world. | British TV Shows|Docuseries|Science & Nature TV | Corey Johnson | Unknown"
East Side Sushi,s6662,Movie,2015,United States,Dramas,PG,2020-09-15,2020,9,Anthony Lucero,Diana Elizabeth Torres,"East Side Sushi | She���s not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef. | Dramas | Anthony Lucero | Diana Elizabeth Torres | United States"
Easy A,s6663,Movie,2010,United States,Comedies|Romantic Movies,PG-13,2020-11-01,2020,11,Will Gluck,Emma Stone,"Easy A | When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona. | Comedies|Romantic Movies | Will Gluck | Emma Stone | United States"
Easy Fortune Happy Life,s6664,Tv Show,2009,Taiwan,International TV Shows|Romantic TV Shows|TV Comedies,TV-MA,2016-09-01,2016,9,,Lan Cheng-lung,"Easy Fortune Happy Life | Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients. | International TV Shows|Romantic TV Shows|TV Comedies | Lan Cheng-lung | Taiwan"
Eat Pray Love,s6665,Movie,2010,United States,Dramas|Romantic Movies,PG-13,2019-09-10,2019,9,Ryan Murphy,Julia Roberts,"Eat Pray Love | After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love. | Dramas|Romantic Movies | Ryan Murphy | Julia Roberts | United States"
Eddie Murphy: Delirious,s6666,Movie,1983,United States,Stand-Up Comedy,TV-MA,2018-04-15,2018,4,Bruce Gowers,Eddie Murphy,"Eddie Murphy: Delirious | Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show. | Stand-Up Comedy | Bruce Gowers | Eddie Murphy | United States"
Eeda,s6667,Movie,2018,India,Dramas|International Movies|Romantic Movies,TV-14,2018-09-15,2018,9,Ajithkumar,Shane Nigaam,Eeda | Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence. | Dramas|International Movies|Romantic Movies | Ajithkumar | Shane Nigaam | India
Eh Janam Tumhare Lekhe,s6668,Movie,2015,India,Dramas|International Movies,TV-14,2017-12-01,2017,12,Harjit Singh,Pavan Malhotra,"Eh Janam Tumhare Lekhe | Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity. | Dramas|International Movies | Harjit Singh | Pavan Malhotra | India"
Ek Cup Chya,s6669,Movie,2009,India,Dramas|Independent Movies|International Movies,TV-PG,2018-03-15,2018,3,Sumitra Bhave,Kishore Kadam,Ek Cup Chya | A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system. | Dramas|Independent Movies|International Movies | Sumitra Bhave | Kishore Kadam | India
Ek Hasina Thi,s6670,Movie,2004,India,Dramas|International Movies|Thrillers,TV-MA,2019-08-01,2019,8,Sriram Raghavan,Saif Ali Khan,"Ek Hasina Thi | Imprisoned for underworld crimes she didn���t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her. | Dramas|International Movies|Thrillers | Sriram Raghavan | Saif Ali Khan | India"
El ��ltimo testigo,s6671,Movie,2012,United States,Action & Adventure,R,2018-02-04,2018,2,Philipp St��lzl,Aaron Eckhart,El ��ltimo testigo | A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination. | Action & Adventure | Philipp St��lzl | Aaron Eckhart | United States
El Barco,s6672,Tv Show,2013,Spain,International TV Shows|Romantic TV Shows|Spanish-Language TV Shows,NR,2017-07-01,2017,7,,Juanjo Artero,El Barco | Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime ��� especially when a storm leaves them lost at sea. | International TV Shows|Romantic TV Shows|Spanish-Language TV Shows | Juanjo Artero | Spain
El Cartel,s6673,Tv Show,2008,Colombia,Crime TV Shows|International TV Shows|Spanish-Language TV Shows,TV-MA,2018-08-24,2018,8,,Manolo Cardona,El Cartel | One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andr��s L��pez L��pez. | Crime TV Shows|International TV Shows|Spanish-Language TV Shows | Manolo Cardona | Colombia
El Cartel 2,s6674,Tv Show,2010,Colombia,Crime TV Shows|International TV Shows|Spanish-Language TV Shows,TV-MA,2018-08-24,2018,8,,Diego Cadavid,El Cartel 2 | Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police. | Crime TV Shows|International TV Shows|Spanish-Language TV Shows | Diego Cadavid | Colombia
El Chavo,s6675,Tv Show,1979,Mexico,Classic & Cult TV|Kids' TV|Spanish-Language TV Shows,TV-PG,2017-12-31,2017,12,,Roberto G��mez Bola��os,"El Chavo | El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Do��a Florinda, Don Ram��n and Professor Jirafales. | Classic & Cult TV|Kids' TV|Spanish-Language TV Shows | Roberto G��mez Bola��os | Mexico"
El Che,s6676,Movie,2017,Venezuela,Documentaries|International Movies,TV-14,2017-10-15,2017,10,Mat��as Gueilburt,Paco Ignacio Taibo II,"El Che | Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary. | Documentaries|International Movies | Mat��as Gueilburt | Paco Ignacio Taibo II | Venezuela"
El Clon,s6677,Tv Show,2010,United States,Romantic TV Shows|Spanish-Language TV Shows|TV Dramas,TV-14,2017-05-18,2017,5,,Mauricio Ochmann,"El Clon | Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone. | Romantic TV Shows|Spanish-Language TV Shows|TV Dramas | Mauricio Ochmann | United States"
El fin de ETA,s6678,Movie,2017,Spain,Documentaries|International Movies,TV-14,2017-04-08,2017,4,Justin Webster,,"El fin de ETA | This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years. | Documentaries|International Movies | Justin Webster | Spain"
El Vato,s6679,Tv Show,2017,United States,International TV Shows|Spanish-Language TV Shows|TV Comedies,TV-MA,2018-02-24,2018,2,,El Dasa,"El Vato | Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California. | International TV Shows|Spanish-Language TV Shows|TV Comedies | El Dasa | United States"
El Viaje: M��rama y Rombai,s6680,Movie,2016,Unknown,Children & Family Movies|Documentaries|International Movies,TV-PG,2017-10-18,2017,10,Federico Lemos,,El Viaje: M��rama y Rombai | Popular South American bands M��rama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom. | Children & Family Movies|Documentaries|International Movies | Federico Lemos | Unknown
Elephants Dream 4 Hour,s6681,Movie,2006,Netherlands,International Movies|Sci-Fi & Fantasy,TV-MA,2018-08-23,2018,8,Bassam Kurdali,Cas Jansen,"Elephants Dream 4 Hour | Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short. | International Movies|Sci-Fi & Fantasy | Bassam Kurdali | Cas Jansen | Netherlands"
Elizabeth at 90: A Family Tribute,s6682,Movie,2016,United Kingdom,Documentaries,TV-G,2017-05-22,2017,5,John Bridcut,,Elizabeth at 90: A Family Tribute | A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday. | Documentaries | John Bridcut | United Kingdom
Elizabeth Harvest,s6683,Movie,2019,United States,Dramas|Sci-Fi & Fantasy,R,2020-08-01,2020,8,Sebastian Gutierrez,Abbey Lee,"Elizabeth Harvest | When a young newlywed enters the one chamber in her husband���s mansion that���s off-limits, she faces the horrifying consequences of defying the rules. | Dramas|Sci-Fi & Fantasy | Sebastian Gutierrez | Abbey Lee | United States"
Elles ��taient en guerre (1914-1918),s6684,Movie,2014,France,Documentaries|International Movies,TV-14,2017-12-31,2017,12,Fabien Beziat,Nathalie Baye,Elles ��taient en guerre (1914-1918) | Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines. | Documentaries|International Movies | Fabien Beziat | Nathalie Baye | France
Elles ��taient en guerre 1939-1945,s6685,Movie,2015,Unknown,Documentaries|International Movies,TV-MA,2018-03-01,2018,3,Hugues Nancy,,"Elles ��taient en guerre 1939-1945 | Mothers, nurses, soldiers and deportees ��� these women fought against persecution for freedom and survival amid the turbulence of World War II. | Documentaries|International Movies | Hugues Nancy | Unknown"
Elles ont toutes une histoire,s6686,Movie,2016,Unknown,Documentaries|International Movies,TV-PG,2017-12-31,2017,12,Nils Tavernier,,"Elles ont toutes une histoire | From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality. | Documentaries|International Movies | Nils Tavernier | Unknown"
Elstree 1976,s6687,Movie,2015,United Kingdom,Documentaries,TV-PG,2016-09-06,2016,9,Jon Spira,Paul Blake,"Elstree 1976 | Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever. | Documentaries | Jon Spira | Paul Blake | United Kingdom"
Emelie,s6688,Movie,2016,United States,Horror Movies|Thrillers,TV-MA,2018-08-02,2018,8,Michael Thelin,Sarah Bolger,"Emelie | A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be. | Horror Movies|Thrillers | Michael Thelin | Sarah Bolger | United States"
Emma' (Mother),s6689,Movie,2016,Indonesia,Dramas|International Movies,TV-PG,2018-10-05,2018,10,Riri Riza,Cut Mini Theo,"Emma' (Mother) | In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life. | Dramas|International Movies | Riri Riza | Cut Mini Theo | Indonesia"
Emo the Musical,s6690,Movie,2016,Australia,Dramas|International Movies|Music & Musicals,TV-MA,2018-02-01,2018,2,Neil Triffett,Benson Jack Anthony,"Emo the Musical | Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him. | Dramas|International Movies|Music & Musicals | Neil Triffett | Benson Jack Anthony | Australia"
Emogenius,s6691,Tv Show,2017,United States,Reality TV,TV-PG,2018-12-15,2018,12,,Hunter March,"Emogenius | Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize. | Reality TV | Hunter March | United States"
Empire of Scents,s6692,Movie,2014,Canada,Documentaries|International Movies,TV-14,2018-01-01,2018,1,Kim Nguyen,,Empire of Scents | This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences. | Documentaries|International Movies | Kim Nguyen | Canada
Employee of the Month,s6693,Movie,2006,United States,Comedies|Romantic Movies,PG-13,2020-10-01,2020,10,Greg Coolidge,Dane Cook,Employee of the Month | Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl. | Comedies|Romantic Movies | Greg Coolidge | Dane Cook | United States
Encerrados,s6694,Tv Show,2018,Unknown,International TV Shows|Spanish-Language TV Shows|TV Comedies,TV-MA,2018-06-18,2018,6,,Luis Mach��n,"Encerrados | This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally. | International TV Shows|Spanish-Language TV Shows|TV Comedies | Luis Mach��n | Unknown"
Encounter: The Killing,s6695,Movie,2002,India,Dramas|Independent Movies|International Movies,TV-14,2019-12-31,2019,12,Ajay Phansekar,Naseeruddin Shah,"Encounter: The Killing | After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body. | Dramas|Independent Movies|International Movies | Ajay Phansekar | Naseeruddin Shah | India"
Encounters with Evil,s6696,Tv Show,2016,United Kingdom,British TV Shows|Crime TV Shows|Docuseries,TV-14,2019-07-12,2019,7,,Richard Lintern,"Encounters with Evil | This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals. | British TV Shows|Crime TV Shows|Docuseries | Richard Lintern | United Kingdom"
End of Watch,s6697,Movie,2012,United States,Action & Adventure,R,2019-11-23,2019,11,David Ayer,Jake Gyllenhaal,"End of Watch | Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence. | Action & Adventure | David Ayer | Jake Gyllenhaal | United States"
Enemigo ��ntimo,s6698,Tv Show,2018,Unknown,Crime TV Shows|Spanish-Language TV Shows|TV Dramas,TV-MA,2018-08-08,2018,8,,Ra��l M��ndez,"Enemigo ��ntimo | Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal. | Crime TV Shows|Spanish-Language TV Shows|TV Dramas | Ra��l M��ndez | Unknown"
Enemy,s6699,Movie,2013,Canada,Independent Movies|Thrillers,R,2018-07-15,2018,7,Denis Villeneuve,Jake Gyllenhaal,"Enemy | When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him. | Independent Movies|Thrillers | Denis Villeneuve | Jake Gyllenhaal | Canada"
Enlighten Us,s6700,Movie,2016,United States,Documentaries,TV-14,2017-01-18,2017,1,Jenny Carchman,James Arthur Ray,Enlighten Us | This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers. | Documentaries | Jenny Carchman | James Arthur Ray | United States
Entanglement,s6701,Movie,2018,Canada,Dramas|Independent Movies|Romantic Movies,TV-MA,2018-12-09,2018,12,Jason James,Thomas Middleditch,"Entanglement | After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny. | Dramas|Independent Movies|Romantic Movies | Jason James | Thomas Middleditch | Canada"
Enter the Dragon,s6702,Movie,1973,Hong Kong,Action & Adventure|Classic Movies,R,2021-01-01,2021,1,Robert Clouse,Bruce Lee,"Enter the Dragon | Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord. | Action & Adventure|Classic Movies | Robert Clouse | Bruce Lee | Hong Kong"
Equals,s6703,Movie,2015,United States,Dramas|Romantic Movies|Sci-Fi & Fantasy,PG-13,2018-10-28,2018,10,Drake Doremus,Nicholas Hoult,Equals | Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions. | Dramas|Romantic Movies|Sci-Fi & Fantasy | Drake Doremus | Nicholas Hoult | United States
Equilibrium,s6704,Movie,2002,United States,Action & Adventure|Dramas|Sci-Fi & Fantasy,R,2019-06-08,2019,6,Kurt Wimmer,Christian Bale,"Equilibrium | In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. | Action & Adventure|Dramas|Sci-Fi & Fantasy | Kurt Wimmer | Christian Bale | United States"
"Escape from the ""Liberty"" Cinema",s6705,Movie,1990,Poland,Comedies|Dramas|Independent Movies,TV-MA,2019-10-01,2019,10,Wojciech Marczewski,Janusz Gajos,"Escape from the ""Liberty"" Cinema | Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising. | Comedies|Dramas|Independent Movies | Wojciech Marczewski | Janusz Gajos | Poland"
Esperando La Carroza,s6706,Movie,1985,Argentina,Comedies|Cult Movies|International Movies,NR,2018-07-15,2018,7,Alejandro Doria,Luis Brandoni,Esperando La Carroza | Cora has three sons and a daughter and she��s almost 80. One day during a family reunion the big question comes up: who will be her heir? | Comedies|Cult Movies|International Movies | Alejandro Doria | Luis Brandoni | Argentina
Estar o no estar,s6707,Movie,2016,Mexico,Dramas|International Movies|Romantic Movies,TV-14,2017-01-14,2017,1,Marcelo Gonz��lez,Flavio Medina,"Estar o no estar | An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life. | Dramas|International Movies|Romantic Movies | Marcelo Gonz��lez | Flavio Medina | Mexico"
Ethirmarai,s6708,Movie,2018,India,International Movies|Music & Musicals|Thrillers,TV-14,2018-04-01,2018,4,,Ramanathan,"Ethirmarai | While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders. | International Movies|Music & Musicals|Thrillers | Ramanathan | India"
Euphoria,s6709,Movie,2018,Italy,Dramas|International Movies|LGBTQ Movies,R,2019-11-01,2019,11,Valeria Golino,Riccardo Scamarcio,"Euphoria | An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances. | Dramas|International Movies|LGBTQ Movies | Valeria Golino | Riccardo Scamarcio | Italy"
Eurovision Song Contest,s6710,Tv Show,2019,Unknown,International TV Shows,TV-PG,2019-07-23,2019,7,,Bar Refaeli,Eurovision Song Contest | Singers from all over Europe represent their countries in an international showdown and vie for superstar glory. | International TV Shows | Bar Refaeli | Unknown
Evan Almighty,s6711,Movie,2007,United States,Children & Family Movies|Comedies|Faith & Spirituality,PG,2019-04-16,2019,4,Tom Shadyac,Steve Carell,"Evan Almighty | God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis. | Children & Family Movies|Comedies|Faith & Spirituality | Tom Shadyac | Steve Carell | United States"
Event Horizon,s6712,Movie,1997,United Kingdom,Horror Movies|Sci-Fi & Fantasy,R,2020-01-01,2020,1,Paul W.S. Anderson,Laurence Fishburne,"Event Horizon | After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened. | Horror Movies|Sci-Fi & Fantasy | Paul W.S. Anderson | Laurence Fishburne | United Kingdom"
Every Time I Die,s6713,Movie,2019,United States,Dramas|Independent Movies|Thrillers,TV-MA,2020-02-25,2020,2,Robi Michael,Drew Fonteiro,"Every Time I Die | After a paramedic���s violent death during a weekend trip, his spirit inhabits his friends��� bodies in an effort to save them from a similar fate. | Dramas|Independent Movies|Thrillers | Robi Michael | Drew Fonteiro | United States"
Everybody Knows,s6714,Movie,2019,Spain,Dramas|International Movies|Thrillers,R,2019-06-06,2019,6,Asghar Farhadi,Pen��lope Cruz,"Everybody Knows | Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted. | Dramas|International Movies|Thrillers | Asghar Farhadi | Pen��lope Cruz | Spain"
Everyday Miracles,s6715,Tv Show,2014,United Kingdom,British TV Shows|Docuseries|International TV Shows,TV-PG,2017-08-01,2017,8,,Mark Miodownik,Everyday Miracles | Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors. | British TV Shows|Docuseries|International TV Shows | Mark Miodownik | United Kingdom
Evolution,s6716,Movie,2001,United States,Comedies|Sci-Fi & Fantasy,PG-13,2019-11-20,2019,11,Ivan Reitman,David Duchovny,"Evolution | After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved. | Comedies|Sci-Fi & Fantasy | Ivan Reitman | David Duchovny | United States"
Ex Machina,s6717,Movie,2015,United Kingdom,Dramas|Independent Movies|International Movies,R,2018-07-26,2018,7,Alex Garland,Domhnall Gleeson,"Ex Machina | A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence. | Dramas|Independent Movies|International Movies | Alex Garland | Domhnall Gleeson | United Kingdom"
Ex-Boyfriend,s6718,Tv Show,2011,China,International TV Shows|Romantic TV Shows|TV Comedies,TV-14,2017-01-01,2017,1,,Tony Yang,"Ex-Boyfriend | Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart. | International TV Shows|Romantic TV Shows|TV Comedies | Tony Yang | China"
Exclusive Edition,s6719,Tv Show,2008,Unknown,International TV Shows|TV Dramas,TV-14,2017-08-14,2017,8,James Lee,Berg Lee,"Exclusive Edition | Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia. | International TV Shows|TV Dramas | James Lee | Berg Lee | Unknown"
Executive Decision,s6720,Movie,1996,United States,Action & Adventure,R,2019-11-01,2019,11,Stuart Baird,Kurt Russell,"Executive Decision | When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them. | Action & Adventure | Stuart Baird | Kurt Russell | United States"
Exit Afghanistan,s6721,Movie,2013,Norway,Documentaries|International Movies,TV-MA,2016-07-01,2016,7,Anders S��mme Hammer,,"Exit Afghanistan | Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan. | Documentaries|International Movies | Anders S��mme Hammer | Norway"
Exit Strategy,s6722,Movie,2012,United States,Comedies|Romantic Movies,NR,2019-03-03,2019,3,Michael Whitton,Jameel Saleem,"Exit Strategy | When James's living situation turns sour, he has little choice but to move in with his new girlfriend ��� a decision he almost immediately regrets. | Comedies|Romantic Movies | Michael Whitton | Jameel Saleem | United States"
Exit Wounds,s6723,Movie,2001,United States,Action & Adventure,R,2019-10-01,2019,10,Andrzej Bartkowiak,Steven Seagal,Exit Wounds | Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops. | Action & Adventure | Andrzej Bartkowiak | Steven Seagal | United States
Expo,s6724,Movie,2019,United States,Action & Adventure|Dramas|Independent Movies,TV-14,2019-08-29,2019,8,Joseph Mbah,Derek Davenport,"Expo | Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim. | Action & Adventure|Dramas|Independent Movies | Joseph Mbah | Derek Davenport | United States"
Extras,s6725,Tv Show,2006,United Kingdom,British TV Shows|TV Comedies,TV-MA,2017-03-31,2017,3,,Ricky Gervais,"Extras | Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras. | British TV Shows|TV Comedies | Ricky Gervais | United Kingdom"
Eyyvah Eyyvah,s6726,Movie,2010,Turkey,Comedies|International Movies,TV-MA,2017-03-10,2017,3,Hakan Alg��l,Demet Akba��,"Eyyvah Eyyvah | A clarinet player who lives with his grandparents in a small village is forced to move to Istanbul, where he meets a singer enjoying sudden fame. | Comedies|International Movies | Hakan Alg��l | Demet Akba�� | Turkey"
Eyyvah Eyyvah 2,s6727,Movie,2011,Turkey,Comedies|International Movies|Romantic Movies,TV-PG,2017-03-10,2017,3,Hakan Alg��l,Demet Akba��,"Eyyvah Eyyvah 2 | H��seyin has found his father, and now has one more mission ��� to get together with the girl of his dreams, with a little help from his new friend. | Comedies|International Movies|Romantic Movies | Hakan Alg��l | Demet Akba�� | Turkey"
Eyyvah Eyyvah 3,s6728,Movie,2014,Turkey,Comedies|International Movies,TV-PG,2017-03-10,2017,3,Hakan Alg��l,Demet Akba��,"Eyyvah Eyyvah 3 | Life is tough for H��seyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame. | Comedies|International Movies | Hakan Alg��l | Demet Akba�� | Turkey"
Ezel,s6729,Tv Show,2009,Turkey,Crime TV Shows|International TV Shows|TV Dramas,TV-14,2016-12-26,2016,12,,Kenan ��mirzal��o��lu,Ezel | A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge. | Crime TV Shows|International TV Shows|TV Dramas | Kenan ��mirzal��o��lu | Turkey
F the Prom,s6730,Movie,2017,United States,Comedies|Romantic Movies,TV-MA,2018-03-05,2018,3,Benny Fine,Cameron Palatas,"F the Prom | Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite ��� to ruin prom. | Comedies|Romantic Movies | Benny Fine | Cameron Palatas | United States"
Face 2 Face,s6731,Movie,2017,United States,Dramas|Independent Movies,TV-MA,2018-01-15,2018,1,Matt Toronto,Daniela Bobadilla,"Face 2 Face | Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats. | Dramas|Independent Movies | Matt Toronto | Daniela Bobadilla | United States"
Fairy Tail,s6732,Tv Show,2009,Japan,Anime Series|International TV Shows,TV-MA,2017-04-01,2017,4,,Tetsuya Kakihara,"Fairy Tail | When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission. | Anime Series|International TV Shows | Tetsuya Kakihara | Japan"
